 Nom Ville ;MAJ   ; Code Postal ; Code INSEE ;Code Région; Latitude ; Longitude ; Eloignement ;
 Saint-Dizier-l'Évêque ;SAINT DIZIER L EVEQUE;90100;90090;73;47.466667;6.966667;2.36;
 Saint-Germain-le-Châtelet ;SAINT GERMAIN LE CHATELET;90110;90091;73;47.7;6.966667;1.22;
 Beuil ;BEUIL   ;6470;6016;93;44.1;6.983333;1.9;
 Gourdon ;GOURDON   ;6620;6068;93;43.716667;6.983333;1.11;
 Opio ;OPIO   ;6650;6089;93;43.666667;6.983333;1.32;
 Rigaud ;RIGAUD   ;6260;6101;93;44;6.983333;1.15;
 Saint-Antonin ;SAINT ANTONIN  ;6260;6115;93;43.916667;6.983333;0.98;
 Plascassier ;PLASCASSIER   ;6130;6959;93;43.65;6.983333;1.45;
 Vernois-le-Fol ;VERNOIS LE FOL ;25190;25606;43;47.35;6.983333;2.31;
 Bertrambois ;BERTRAMBOIS   ;54480;54064;41;48.6;6.983333;2.95;
 Saint-Sauveur ;SAINT SAUVEUR  ;54480;54488;41;48.533333;6.983333;2.95;
 Alsting ;ALSTING   ;57520;57013;41;49.183333;6.983333;1.77;
 Fraquelfing ;FRAQUELFING   ;57790;57233;41;48.633333;6.983333;2.41;
 Honskirch ;HONSKIRCH   ;57670;57335;41;48.933333;6.983333;2.24;
 Hundling ;HUNDLING   ;57990;57340;41;49.1;6.983333;1.16;
 Kirviller ;KIRVILLER   ;57430;57366;41;48.95;6.983333;1.16;
 Langatte ;LANGATTE   ;57400;57382;41;48.75;6.983333;1.73;
 Saint-Jean-de-Bassel ;SAINT JEAN DE BASSEL;57930;57613;41;48.8;6.983333;1.44;
 Fellering ;FELLERING   ;68470;68089;72;47.9;6.983333;2.3;
 Husseren-Wesserling ;HUSSEREN WESSERLING  ;68470;68151;72;47.883333;6.983333;2.3;
 Oderen ;ODEREN   ;68830;68247;72;47.916667;6.983333;2.3;
 Sickert ;SICKERT   ;68290;68308;72;47.783333;6.983333;2.3;
 Val-d'Isère ;VAL D ISERE ;73150;73304;11;45.45;6.983333;2.77;
 Clefcy ;CLEFCY   ;88230;88106;11;48.166667;6.983333;1.85;
 Senones ;SENONES   ;88210;88451;11;48.4;6.983333;1.85;
 Felon ;FELON   ;90110;90044;73;47.7;6.983333;1.22;
 Frais ;FRAIS   ;90150;90050;73;47.65;6.983333;0.73;
 Lagrange ;LAGRANGE   ;90150;90060;73;47.683333;6.983333;0.97;
 Lebétain ;LEBETAIN   ;90100;90063;73;47.483333;6.983333;2.1;
 Leval ;LEVAL   ;90110;90066;73;47.733333;6.983333;1.73;
 Petit-Croix ;PETIT CROIX  ;90130;90077;73;47.616667;6.983333;1.14;
 Recouvrance ;RECOUVRANCE   ;90140;90083;73;47.566667;6.983333;1.54;
 Bessans ;BESSANS   ;73480;73040;11;45.316667;6.991667;-1;
 Ascros ;ASCROS   ;6260;6005;93;43.916667;7.016667;1.33;
 Cannes ;CANNES   ;6400;6029;93;43.55;7.016667;2.19;
 Le Cannet ;LE CANNET  ;6110;6030;93;43.566667;7.016667;2.07;
 Courmes ;COURMES   ;6620;6049;93;43.75;7.016667;1.04;
 Cuébris ;CUEBRIS   ;6910;6052;93;43.883333;7.016667;1.07;
 Lieuche ;LIEUCHE   ;6260;6076;93;44;7.016667;1.15;
 Le Rouret ;LE ROURET  ;6650;6112;93;43.683333;7.016667;1.2;
 Montancy ;MONTANCY   ;25190;25386;43;47.366667;7.016667;2.44;
 Bionville ;BIONVILLE   ;54540;54075;41;48.483333;7.016667;-1;
 Bettborn ;BETTBORN   ;57930;57071;41;48.8;7.016667;1.44;
 Dolving ;DOLVING   ;57400;57180;41;48.766667;7.016667;1.64;
 Fénétrange ;FENETRANGE   ;57930;57210;41;48.85;7.016667;1.26;
 Grosbliederstroff ;GROSBLIEDERSTROFF   ;57520;57260;41;49.15;7.016667;1.26;
 Hermelange ;HERMELANGE   ;57790;57318;41;48.683333;7.016667;2.12;
 Imling ;IMLING   ;57400;57344;41;48.716667;7.016667;1.93;
 Lafrimbolle ;LAFRIMBOLLE   ;57560;57374;41;48.6;7.016667;2.6;
 Niderhoff ;NIDERHOFF   ;57560;57504;41;48.633333;7.016667;2.41;
 Romelfing ;ROMELFING   ;57930;57592;41;48.833333;7.016667;1.26;
 Sarralbe ;SARRALBE   ;57430;57628;41;49;7.016667;1.26;
 Woustviller ;WOUSTVILLER   ;57145;57752;41;49.066667;7.016667;1.26;
 Harskirchen ;HARSKIRCHEN   ;67260;67183;73;48.916667;7.016667;2.72;
 Lauw ;LAUW   ;68290;68179;72;47.75;7.016667;2.03;
 Ranspach ;RANSPACH   ;68470;68262;72;47.883333;7.016667;2.03;
 Saint-Amarin ;SAINT AMARIN  ;68550;68292;72;47.883333;7.016667;2.03;
 Allarmont ;ALLARMONT   ;88110;88005;11;48.483333;7.016667;2.3;
 Nayemont-les-Fosses ;NAYEMONT LES FOSSES ;88100;88320;11;48.3;7.016667;1.94;
 Pair-et-Grandrupt ;PAIR ET GRANDRUPT ;88100;88341;11;48.283333;7.016667;1.94;
 Plainfaing ;PLAINFAING   ;88230;88349;11;48.166667;7.016667;1.94;
 Angeot ;ANGEOT   ;90150;90002;73;47.7;7.016667;1.37;
 Boron ;BORON   ;90100;90014;73;47.566667;7.016667;1.24;
 Lachapelle-sous-Rougemont ;LACHAPELLE SOUS ROUGEMONT ;90360;90058;73;47.716667;7.016667;1.48;
 Vellescot ;VELLESCOT   ;90100;90101;73;47.566667;7.016667;1.24;
 Coursegoules ;COURSEGOULES   ;6140;6050;93;43.8;7.033333;1.26;
 Pierlas ;PIERLAS   ;6260;6096;93;44.033333;7.033333;1.6;
 Thiéry ;THIERY   ;6710;6139;93;43.983333;7.033333;1.44;
 Hambach ;HAMBACH   ;57910;57289;41;49.066667;7.033333;1.31;
 Métairies-Saint-Quirin ;METAIRIES SAINT QUIRIN ;57560;57461;41;48.633333;7.033333;2.41;
 Niederstinzel ;NIEDERSTINZEL   ;57930;57506;41;48.866667;7.033333;1.31;
 Nitting ;NITTING   ;57790;57509;41;48.666667;7.033333;2.22;
 Oberstinzel ;OBERSTINZEL   ;57930;57518;41;48.8;7.033333;1.44;
 Willerwald ;WILLERWALD   ;57430;57746;41;49.033333;7.033333;1.71;
 Bissert ;BISSERT   ;67260;67047;73;48.933333;7.033333;2.63;
 Keskastel ;KESKASTEL   ;67260;67234;73;48.966667;7.033333;2.63;
 Bourbach-le-Haut ;BOURBACH LE HAUT ;68290;68046;72;47.8;7.033333;1.9;
 Chavannes-sur-l'Étang ;CHAVANNES SUR L ETANG;68210;68065;72;47.633333;7.033333;1.9;
 Malmerspach ;MALMERSPACH   ;68550;68199;72;47.866667;7.033333;1.9;
 Montreux-Jeune ;MONTREUX JEUNE  ;68210;68214;72;47.616667;7.033333;1.9;
 Montreux-Vieux ;MONTREUX VIEUX  ;68210;68215;72;47.616667;7.033333;1.9;
 Moosch ;MOOSCH   ;68690;68217;72;47.866667;7.033333;1.9;
 Mortzwiller ;MORTZWILLER   ;68780;68219;72;47.75;7.033333;1.9;
 Châtas ;CHATAS   ;88210;88093;11;48.366667;7.033333;1.99;
 Coinches ;COINCHES   ;88100;88111;11;48.25;7.033333;1.99;
 Le Mont ;LE MONT  ;88210;88306;11;48.416667;7.033333;1.99;
 Neuvillers-sur-Fave ;NEUVILLERS SUR FAVE ;88100;88326;11;48.283333;7.033333;1.99;
 Le Valtin ;LE VALTIN  ;88230;88492;11;48.1;7.033333;1.99;
 Faverois ;FAVEROIS   ;90100;90043;73;47.516667;7.033333;1.59;
 Reppe ;REPPE   ;90150;90084;73;47.666667;7.033333;1.49;
 Vauthiermont ;VAUTHIERMONT   ;90150;90100;73;47.683333;7.033333;1.52;
 Conségudes ;CONSEGUDES   ;6510;6047;93;43.85;7.05;1.7;
 Isola ;ISOLA   ;6420;6073;93;44.183333;7.05;-1;
 Roubion ;ROUBION   ;6420;6110;93;44.083333;7.05;1.77;
 Tourette-sur-Loup ;TOURETTE SUR LOUP ;6140;6148;93;43.716667;7.05;0.95;
 Vallauris ;VALLAURIS   ;6220;6155;93;43.583333;7.05;1.94;
 Hesse ;HESSE   ;57400;57321;41;48.7;7.05;2.02;
 Sarraltroff ;SARRALTROFF   ;57400;57629;41;48.783333;7.05;1.54;
 Sarrebourg ;SARREBOURG   ;57400;57630;41;48.733333;7.05;1.83;
 Sarreguemines ;SARREGUEMINES   ;57200;57631;41;49.1;7.05;1.53;
 Diedendorf ;DIEDENDORF   ;67260;67091;73;48.883333;7.05;2.55;
 Schopperten ;SCHOPPERTEN   ;67260;67456;73;48.95;7.05;2.55;
 Éteimbes ;ETEIMBES   ;68210;68085;72;47.7;7.05;1.77;
 Magny ;MAGNY   ;68210;68196;72;47.6;7.05;1.77;
 Bonneval-sur-Arc ;BONNEVAL SUR ARC ;73480;73047;11;45.366667;7.05;-1;
 Belval ;BELVAL   ;88210;88053;11;48.416667;7.05;2.03;
 Bertrimoutier ;BERTRIMOUTIER   ;88520;88054;11;48.266667;7.05;2.03;
 La Croix-aux-Mines ;LA CROIX AUX MINES;88520;88120;11;48.216667;7.05;2.03;
 Le Puid ;LE PUID  ;88210;88362;11;48.4;7.05;2.03;
 Raves ;RAVES   ;88520;88375;11;48.266667;7.05;2.03;
 Le Saulcy ;LE SAULCY  ;88210;88444;11;48.416667;7.05;2.03;
 Vexaincourt ;VEXAINCOURT   ;88110;88503;11;48.5;7.05;2.45;
 Chavannes-les-Grands ;CHAVANNES LES GRANDS ;90100;90025;73;47.583333;7.05;1.74;
 Hellering-lès-Fénétrange ;HELLERING LES FENETRANGE ;57930;57310;41;48.816667;7.066667;1.42;
 Neufgrange ;NEUFGRANGE   ;57910;57499;41;49.066667;7.066667;1.42;
 Saint-Quirin ;SAINT QUIRIN  ;57560;57623;41;48.616667;7.066667;2.51;
 Vasperviller ;VASPERVILLER   ;57560;57697;41;48.633333;7.066667;2.41;
 Kirrberg ;KIRRBERG   ;67320;67241;73;48.816667;7.066667;2.46;
 Bischtroff-sur-Sarre ;BISCHTROFF SUR SARRE ;67260;67376;73;48.9;7.066667;2.46;
 Wolfskirchen ;WOLFSKIRCHEN   ;67260;67552;73;48.866667;7.066667;2.46;
 Zollingen ;ZOLLINGEN   ;67260;67561;73;48.916667;7.066667;2.46;
 Bellemagny ;BELLEMAGNY   ;68210;68024;72;47.7;7.066667;1.64;
 Bourbach-le-Bas ;BOURBACH LE BAS ;68290;68045;72;47.783333;7.066667;2.21;
 Bréchaumont ;BRECHAUMONT   ;68210;68050;72;47.666667;7.066667;1.64;
 Bretten ;BRETTEN   ;68780;68052;72;47.7;7.066667;1.64;
 Geishouse ;GEISHOUSE   ;68690;68102;72;47.883333;7.066667;1.64;
 Metzeral ;METZERAL   ;68380;68204;72;48.016667;7.066667;1.64;
 Rammersmatt ;RAMMERSMATT   ;68800;68261;72;47.8;7.066667;1.64;
 Romagny ;ROMAGNY   ;68210;68282;72;47.616667;7.066667;1.64;
 Saint-Cosme ;SAINT COSME  ;68210;68293;72;47.683333;7.066667;1.64;
 Sentheim ;SENTHEIM   ;68780;68304;72;47.75;7.066667;1.64;
 Soppe-le-Haut ;SOPPE LE HAUT ;68780;68314;72;47.733333;7.066667;1.64;
 Valdieu ;VALDIEU   ;68210;68346;72;47.633333;7.066667;1.64;
 Ban-de-Laveline ;BAN DE LAVELINE ;88520;88032;11;48.25;7.066667;2.08;
 Le Beulay ;LE BEULAY  ;88490;88057;11;48.3;7.066667;2.08;
 Combrimont ;COMBRIMONT   ;88490;88113;11;48.283333;7.066667;2.08;
 Frapelle ;FRAPELLE   ;88490;88182;11;48.3;7.066667;2.08;
 Grandrupt ;GRANDRUPT   ;88210;88215;11;48.366667;7.066667;2.08;
 Luvigny ;LUVIGNY   ;88110;88277;11;48.5;7.066667;2.45;
 Saint-Stail ;SAINT STAIL  ;88210;88436;11;48.366667;7.066667;2.08;
 Le Vermont ;LE VERMONT  ;88210;88501;11;48.383333;7.066667;2.08;
 Chavanatte ;CHAVANATTE   ;90100;90024;73;47.583333;7.066667;2;
 Florimont ;FLORIMONT   ;90100;90046;73;47.5;7.066667;2;
 Pierrefeu ;PIERREFEU   ;6910;6097;93;43.866667;7.083333;1.95;
 Roure ;ROURE   ;6420;6111;93;44.083333;7.083333;1.77;
 Blies-Guersviller ;BLIES GUERSVILLER  ;57200;57093;41;49.15;7.083333;1.47;
 Buhl-Lorraine ;BUHL LORRAINE  ;57400;57119;41;48.716667;7.083333;1.93;
 Hartzviller ;HARTZVILLER   ;57870;57299;41;48.666667;7.083333;2.22;
 Postroff ;POSTROFF   ;57930;57551;41;48.85;7.083333;1.56;
 Rémelfing ;REMELFING   ;57200;57568;41;49.1;7.083333;1.47;
 Schneckenbusch ;SCHNECKENBUSCH   ;57400;57637;41;48.7;7.083333;2.02;
 Voyer ;VOYER   ;57560;57734;41;48.65;7.083333;2.31;
 Baerendorf ;BAERENDORF   ;67320;67017;73;48.833333;7.083333;2.38;
 Goerlingen ;GOERLINGEN   ;67320;67159;73;48.8;7.083333;2.38;
 Herbitzheim ;HERBITZHEIM   ;67260;67191;73;49.016667;7.083333;2.38;
 Sarre-Union ;SARRE UNION  ;67260;67434;73;48.933333;7.083333;2.38;
 Sarrewerden ;SARREWERDEN   ;67260;67435;73;48.916667;7.083333;2.38;
 Siltzheim ;SILTZHEIM   ;67260;67468;73;49.066667;7.083333;2.45;
 Altenbach ;ALTENBACH   ;68760;68003;72;47.883333;7.083333;1.51;
 Bitschwiller-lès-Thann ;BITSCHWILLER LES THANN ;68620;68040;72;47.833333;7.083333;1.51;
 Elbach ;ELBACH   ;68210;68079;72;47.65;7.083333;1.51;
 Guevenatten ;GUEVENATTEN   ;68210;68114;72;47.683333;7.083333;1.51;
 Guewenheim ;GUEWENHEIM   ;68116;68115;72;47.75;7.083333;1.51;
 Muhlbach-sur-Munster ;MUHLBACH SUR MUNSTER ;68380;68223;72;48.033333;7.083333;1.51;
 Roderen ;RODEREN   ;68800;68279;72;47.783333;7.083333;1.51;
 Sondernach ;SONDERNACH   ;68380;68311;72;47.983333;7.083333;1.51;
 Soppe-le-Bas ;SOPPE LE BAS ;68780;68313;72;47.716667;7.083333;1.51;
 Thann ;THANN   ;68800;68334;72;47.816667;7.083333;1.51;
 Willer-sur-Thur ;WILLER SUR THUR ;68760;68372;72;47.85;7.083333;1.51;
 Gemaingoutte ;GEMAINGOUTTE   ;88520;88193;11;48.25;7.083333;2.12;
 Lesseux ;LESSEUX   ;88490;88268;11;48.283333;7.083333;2.12;
 Provenchères-sur-Fave ;PROVENCHERES SUR FAVE ;88490;88361;11;48.316667;7.083333;2.12;
 Courtelevant ;COURTELEVANT   ;90100;90028;73;47.516667;7.083333;2.25;
 Suarce ;SUARCE   ;90100;90095;73;47.566667;7.083333;2.25;
 Bézaudun-les-Alpes ;BEZAUDUN LES ALPES ;6510;6017;93;43.8;7.1;0.66;
 Biot ;BIOT   ;6410;6018;93;43.633333;7.1;1.57;
 La Colle-sur-Loup ;LA COLLE SUR LOUP;6480;6044;93;43.683333;7.1;1.2;
 Les Ferres ;LES FERRES  ;6510;6061;93;43.85;7.1;0.87;
 Ilonse ;ILONSE   ;6420;6072;93;44.033333;7.1;1.4;
 Saint-Sauveur-sur-Tinée ;SAINT SAUVEUR SUR TINEE;6420;6129;93;44.083333;7.1;1.77;
 Villars-sur-Var ;VILLARS SUR VAR ;6710;6158;93;43.933333;7.1;0.66;
 Juan-les-Pins ;JUAN LES PINS ;6160;6924;93;43.566667;7.1;2.07;
 Raon-lès-Leau ;RAON LES LEAU ;54540;54443;41;48.508333;7.1;-1;
 Abreschviller ;ABRESCHVILLER   ;57560;57003;41;48.633333;7.1;2.41;
 Brouderdorff ;BROUDERDORFF   ;57116;57113;41;48.7;7.1;2.02;
 Hilbesheim ;HILBESHEIM   ;57400;57324;41;48.766667;7.1;1.64;
 Réding ;REDING   ;57444;57566;41;48.75;7.1;1.73;
 Sarreinsming ;SARREINSMING   ;57115;57633;41;49.083333;7.1;1.52;
 Burbach ;BURBACH   ;67260;67070;73;48.883333;7.1;2.29;
 Rauwiller ;RAUWILLER   ;67320;67386;73;48.816667;7.1;2.29;
 Breitenbach-Haut-Rhin ;BREITENBACH HAUT RHIN ;68380;68051;72;48.016667;7.1;1.38;
 Leimbach ;LEIMBACH   ;68800;68180;72;47.8;7.1;1.38;
 Manspach ;MANSPACH   ;68210;68200;72;47.616667;7.1;1.38;
 Retzwiller ;RETZWILLER   ;68210;68268;72;47.633333;7.1;1.38;
 Soultzeren ;SOULTZEREN   ;68140;68317;72;48.066667;7.1;1.45;
 Sternenberg ;STERNENBERG   ;68780;68326;72;47.7;7.1;1.38;
 Stosswihr ;STOSSWIHR   ;68140;68329;72;48.05;7.1;1.38;
 Traubach-le-Bas ;TRAUBACH LE BAS ;68210;68336;72;47.666667;7.1;1.38;
 Traubach-le-Haut ;TRAUBACH LE HAUT ;68210;68337;72;47.666667;7.1;1.38;
 Lusse ;LUSSE   ;88490;88276;11;48.283333;7.1;2.17;
 Raon-sur-Plaine ;RAON SUR PLAINE ;88110;88373;11;48.516667;7.1;2.61;
 Lepuix-Neuf ;LEPUIX NEUF  ;90100;90064;73;47.533333;7.1;2.5;
 Antibes ;ANTIBES   ;6160;6004;93;43.583333;7.116667;1.94;
 Bouyon ;BOUYON   ;6510;6022;93;43.833333;7.116667;0.41;
 Saint-Paul ;SAINT PAUL  ;6570;6128;93;43.7;7.116667;1.08;
 Toudon ;TOUDON   ;6830;6141;93;43.9;7.116667;1.5;
 Vence ;VENCE   ;6140;6157;93;43.716667;7.116667;1.11;
 Villeneuve-Loubet ;VILLENEUVE LOUBET  ;6270;6161;93;43.65;7.116667;1.45;
 Niderviller ;NIDERVILLER   ;57116;57505;41;48.716667;7.116667;1.93;
 Eschwiller ;ESCHWILLER   ;67320;67134;73;48.866667;7.116667;2.21;
 Eywiller ;EYWILLER   ;67320;67136;73;48.866667;7.116667;2.21;
 Hirschland ;HIRSCHLAND   ;67320;67201;73;48.833333;7.116667;2.21;
 Oermingen ;OERMINGEN   ;67970;67355;73;49;7.116667;2.21;
 Saales ;SAALES   ;67420;67421;73;48.35;7.116667;2.21;
 Altenach ;ALTENACH   ;68210;68002;72;47.616667;7.116667;1.25;
 Le Bonhomme ;LE BONHOMME  ;68650;68044;72;48.166667;7.116667;2;
 Diefmatten ;DIEFMATTEN   ;68780;68071;72;47.7;7.116667;1.55;
 Luttenbach-près-Munster ;LUTTENBACH PRES MUNSTER ;68140;68193;72;48.016667;7.116667;1.25;
 Michelbach ;MICHELBACH   ;68700;68206;72;47.766667;7.116667;1.56;
 Saint-Ulrich ;SAINT ULRICH  ;68210;68299;72;47.6;7.116667;1.25;
 Wolfersdorf ;WOLFERSDORF   ;68210;68378;72;47.633333;7.116667;1.25;
 Colroy-la-Grande ;COLROY LA GRANDE ;88490;88112;11;48.316667;7.116667;2.22;
 Wisembach ;WISEMBACH   ;88520;88526;11;48.25;7.116667;2.22;
 Réchésy ;RECHESY   ;90370;90081;73;47.5;7.116667;2.75;
 Bairols ;BAIROLS   ;6420;6009;93;43.983333;7.133333;1.49;
 Malaussène ;MALAUSSENE   ;6710;6078;93;43.916667;7.133333;0.72;
 Marie ;MARIE   ;6420;6080;93;44.033333;7.133333;1.4;
 Massoins ;MASSOINS   ;6710;6082;93;43.933333;7.133333;0.66;
 Rimplas ;RIMPLAS   ;6420;6102;93;44.066667;7.133333;1.65;
 Frauenberg ;FRAUENBERG   ;57200;57234;41;49.133333;7.133333;1.63;
 Lixheim ;LIXHEIM   ;57119;57407;41;48.783333;7.133333;1.63;
 Vieux-Lixheim ;VIEUX LIXHEIM  ;57119;57713;41;48.783333;7.133333;1.63;
 Wittring ;WITTRING   ;57137;57748;41;49.05;7.133333;1.63;
 Vallerysthal ;VALLERYSTHAL   ;57870;57904;41;48.683333;7.133333;2.12;
 Rimsdorf ;RIMSDORF   ;67260;67401;73;48.933333;7.133333;2.12;
 Saulxures ;SAULXURES   ;67420;67436;73;48.383333;7.133333;2.12;
 Voellerdingen ;VOELLERDINGEN   ;67430;67508;73;48.966667;7.133333;2.12;
 Champenay ;CHAMPENAY   ;67420;67905;73;48.416667;7.133333;2.12;
 Aspach-le-Haut ;ASPACH LE HAUT ;68700;68012;72;47.783333;7.133333;1.12;
 Dannemarie ;DANNEMARIE   ;68210;68068;72;47.633333;7.133333;1.12;
 Falkwiller ;FALKWILLER   ;68210;68086;72;47.683333;7.133333;1.12;
 Gommersdorf ;GOMMERSDORF   ;68210;68107;72;47.633333;7.133333;1.12;
 Hecken ;HECKEN   ;68210;68125;72;47.683333;7.133333;1.12;
 Hindlingen ;HINDLINGEN   ;68580;68137;72;47.566667;7.133333;1.31;
 Hohrod ;HOHROD   ;68140;68142;72;48.05;7.133333;1.36;
 Linthal ;LINTHAL   ;68610;68188;72;47.933333;7.133333;1.14;
 Mertzen ;MERTZEN   ;68210;68202;72;47.583333;7.133333;1.35;
 Munster ;MUNSTER   ;68140;68226;72;48.05;7.133333;1.36;
 Strueth ;STRUETH   ;68580;68330;72;47.583333;7.133333;1.59;
 Vieux-Thann ;VIEUX THANN  ;68800;68348;72;47.8;7.133333;1.78;
 Cagnes-sur-Mer ;CAGNES SUR MER ;6800;6027;93;43.666667;7.15;1.32;
 Clans ;CLANS   ;6420;6042;93;44;7.15;1.37;
 La Gaude ;LA GAUDE  ;6610;6065;93;43.716667;7.15;0.95;
 Revest-les-Roches ;REVEST LES ROCHES ;6830;6100;93;43.883333;7.15;0.36;
 Saint-Jeannet ;SAINT JEANNET  ;6640;6122;93;43.75;7.15;0.7;
 Tournefort ;TOURNEFORT   ;6710;6146;93;43.95;7.15;0.81;
 Blies-Ébersing ;BLIES EBERSING  ;57200;57092;41;49.116667;7.15;1.68;
 Brouviller ;BROUVILLER   ;57119;57114;41;48.766667;7.15;1.68;
 Hommarting ;HOMMARTING   ;57400;57333;41;48.733333;7.15;1.83;
 Kalhausen ;KALHAUSEN   ;57410;57355;41;49.016667;7.15;1.68;
 Walscheid ;WALSCHEID   ;57870;57742;41;48.65;7.15;2.31;
 Bourg-Bruche ;BOURG BRUCHE  ;67420;67059;73;48.35;7.15;2.04;
 Domfessel ;DOMFESSEL   ;67430;67099;73;48.95;7.15;2.04;
 Gungwiller ;GUNGWILLER   ;67320;67178;73;48.883333;7.15;2.04;
 Plaine ;PLAINE   ;67420;67377;73;48.416667;7.15;2.04;
 Aspach-le-Bas ;ASPACH LE BAS ;68700;68011;72;47.766667;7.15;1.14;
 Buethwiller ;BUETHWILLER   ;68210;68057;72;47.65;7.15;0.98;
 Burnhaupt-le-Haut ;BURNHAUPT LE HAUT ;68520;68060;72;47.733333;7.15;1;
 Eschbach-au-Val ;ESCHBACH AU VAL ;68140;68083;72;48.016667;7.15;1.18;
 Friesen ;FRIESEN   ;68580;68098;72;47.566667;7.15;1.28;
 Fulleren ;FULLEREN   ;68210;68100;72;47.6;7.15;1.24;
 Lautenbach ;LAUTENBACH   ;68610;68177;72;47.95;7.15;1.14;
 Lautenbachzell ;LAUTENBACHZELL   ;68610;68178;72;47.933333;7.15;0.98;
 Rimbach-près-Guebwiller ;RIMBACH PRES GUEBWILLER ;68500;68274;72;47.9;7.15;1.6;
 Steinbach ;STEINBACH   ;68700;68322;72;47.816667;7.15;0.98;
 Lubine ;LUBINE   ;88490;88275;11;48.316667;7.15;2.31;
 Le Broc ;LE BROC  ;6510;6025;93;43.816667;7.166667;0.76;
 Gilette ;GILETTE   ;6830;6066;93;43.85;7.166667;0.82;
 Cros-de-Cagnes ;CROS DE CAGNES ;6800;6922;93;43.65;7.166667;1.45;
 Arzviller ;ARZVILLER   ;57400;57033;41;48.716667;7.166667;1.93;
 Bickenholtz ;BICKENHOLTZ   ;57370;57080;41;48.8;7.166667;1.73;
 Fleisheim ;FLEISHEIM   ;57119;57216;41;48.783333;7.166667;1.73;
 Guntzviller ;GUNTZVILLER   ;57400;57280;41;48.716667;7.166667;1.93;
 Harreberg ;HARREBERG   ;57870;57298;41;48.666667;7.166667;2.22;
 Hérange ;HERANGE   ;57119;57317;41;48.766667;7.166667;1.73;
 Wiesviller ;WIESVILLER   ;57200;57745;41;49.083333;7.166667;1.73;
 Berg ;BERG   ;67320;67029;73;48.9;7.166667;1.95;
 Grandfontaine ;GRANDFONTAINE   ;67130;67165;73;48.5;7.166667;1.95;
 Lorentzen ;LORENTZEN   ;67430;67274;73;48.95;7.166667;1.95;
 Saint-Blaise-la-Roche ;SAINT BLAISE LA ROCHE;67420;67424;73;48.4;7.166667;1.95;
 Weyer ;WEYER   ;67320;67528;73;48.85;7.166667;1.95;
 Ammerzwiller ;AMMERZWILLER   ;68210;68006;72;47.683333;7.166667;1.37;
 Ballersdorf ;BALLERSDORF   ;68210;68017;72;47.633333;7.166667;1.2;
 Balschwiller ;BALSCHWILLER   ;68210;68018;72;47.666667;7.166667;1.23;
 Burnhaupt-le-Bas ;BURNHAUPT LE BAS ;68520;68059;72;47.716667;7.166667;1;
 Cernay ;CERNAY   ;68700;68063;72;47.816667;7.166667;0.85;
 Hagenbach ;HAGENBACH   ;68210;68119;72;47.65;7.166667;1.17;
 Lapoutroie ;LAPOUTROIE   ;68650;68175;72;48.15;7.166667;1.91;
 Murbach ;MURBACH   ;68530;68229;72;47.916667;7.166667;1;
 Orbey ;ORBEY   ;68370;68249;72;48.133333;7.166667;1.82;
 Pfetterhouse ;PFETTERHOUSE   ;68480;68257;72;47.5;7.166667;2.25;
 Seppois-le-Bas ;SEPPOIS LE BAS ;68580;68305;72;47.55;7.166667;1.38;
 Ueberkumen ;UEBERKUMEN   ;68210;68339;72;47.666667;7.166667;1.23;
 Ueberstrass ;UEBERSTRASS   ;68580;68340;72;47.55;7.166667;1.38;
 Uffholtz ;UFFHOLTZ   ;68700;68342;72;47.816667;7.166667;0.85;
 Wasserbourg ;WASSERBOURG   ;68230;68358;72;48;7.166667;2.07;
 Wattwiller ;WATTWILLER   ;68700;68359;72;47.85;7.166667;1.62;
 Échery ;ECHERY   ;68160;68912;72;48.233333;7.166667;2.37;
 Carros ;CARROS   ;6510;6033;93;43.8;7.183333;1.14;
 Gattières ;GATTIERES   ;6510;6064;93;43.766667;7.183333;1.47;
 Saint-Laurent-du-Var ;SAINT LAURENT DU VAR;6700;6123;93;43.666667;7.183333;1.32;
 La Tour ;LA TOUR  ;6710;6144;93;43.95;7.183333;1.4;
 Achen ;ACHEN   ;57410;57006;41;49.05;7.183333;1.78;
 Bliesbruck ;BLIESBRUCK   ;57200;57091;41;49.116667;7.183333;1.78;
 Bourscheid ;BOURSCHEID   ;57370;57100;41;48.766667;7.183333;1.78;
 Etting ;ETTING   ;57410;57201;41;49.033333;7.183333;1.78;
 Hommert ;HOMMERT   ;57870;57334;41;48.683333;7.183333;2.12;
 Saint-Jean-Kourtzerode ;SAINT JEAN KOURTZERODE ;57370;57614;41;48.75;7.183333;1.78;
 Saint-Louis ;SAINT LOUIS  ;57820;57618;41;48.716667;7.183333;2.06;
 Schalbach ;SCHALBACH   ;57370;57635;41;48.816667;7.183333;1.78;
 Schmittviller ;SCHMITTVILLER   ;57410;57636;41;49;7.183333;1.78;
 Veckersviller ;VECKERSVILLER   ;57370;57703;41;48.833333;7.183333;1.78;
 Wintersbourg ;WINTERSBOURG   ;57119;57747;41;48.783333;7.183333;1.78;
 Bettwiller ;BETTWILLER   ;67320;67036;73;48.883333;7.183333;1.86;
 Colroy-la-Roche ;COLROY LA ROCHE ;67420;67076;73;48.383333;7.183333;1.86;
 Diemeringen ;DIEMERINGEN   ;67430;67095;73;48.933333;7.183333;1.86;
